2,6.61541
5,4.30913
20,3.42722
30,3.32804
70,3.23171
1,6.57244
5,4.34195
10,3.71612
50,3.27479
100,3.21103
500,3.1428
1000,3.14799
5000,3.08792
10000,3.06973
50000,3.0338
100000,3.03673
500000,2.98277
1000000,2.96097
5000000,2.94773
10000000,2.9563
50000000,2.90283
100000000,2.92563
500000000,2.92485
1000000000,2.90915
5000000000,2.90873
