2,9.55145
5,5.91061
20,4.48211
30,4.38243
70,4.24444
1,9.23289
5,5.79989
10,4.90181
50,4.30182
100,4.2208
500,4.06539
1000,4.07043
5000,4.00842
10000,3.96081
50000,3.90521
100000,3.90745
500000,3.81872
1000000,3.80186
5000000,3.70587
10000000,3.65185
50000000,3.60282
100000000,3.59526
500000000,3.61754
1000000000,3.62897
5000000000,3.73916
