2,13.0235
5,12.405
20,11.706
30,11.7255
70,11.6991
1,13.1523
5,11.9873
10,11.9243
50,11.7051
100,11.6041
500,11.8589
1000,11.8891
5000,11.6253
10000,11.6276
50000,11.8217
100000,11.5797
500000,11.5647
1000000,11.8928
5000000,11.5872
10000000,10.7282
50000000,10.715
100000000,10.7807
500000000,11.22
1000000000,10.7937
5000000000,10.7367
